key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_炊;kanji;炊;cook;;すい;た;onyomi;;47
k_笛;kanji;笛;flute;;てき;ふえ;onyomi;;19
k_蓄;kanji;蓄;amass;;ちく;たくわ;onyomi;;48
k_吸;kanji;吸;suck, inhale;;きゅう;す;onyomi;;22
k_燃;kanji;燃;burn;;ねん;も;onyomi;;24
k_控;kanji;控;abstain;;こう;ひか;kunyomi;;39
k_揮;kanji;揮;brandish;;き;;onyomi;;34
k_蛍;kanji;蛍;firefly;;けい;ほたる;kunyomi;;41
k_暦;kanji;暦;calendar;;れき;こよみ;onyomi;;45
k_繰;kanji;繰;spin;;そう;く;kunyomi;;38
k_侍;kanji;侍;samurai;;;さむらい;kunyomi;;44
k_訳;kanji;訳;translation, reason;;やく;わけ;onyomi;;32
k_杉;kanji;杉;cedar;;;すぎ;kunyomi;;35
k_陰;kanji;陰;shade;;いん;かげ;onyomi;;45
k_為;kanji;為;sake;;い;ため, な, す;onyomi;;35
k_隙;kanji;隙;crevice;;げき;すき;kunyomi;;48
k_脇;kanji;脇;armpit;;きょう;わき;kunyomi;;48
k_輩;kanji;輩;comrade;;はい;;onyomi;;25
k_銭;kanji;銭;coin;;せん;ぜに;onyomi;;32
k_債;kanji;債;debt;;さい;;onyomi;;36
k_択;kanji;択;select;;たく;えら;onyomi;;38
k_勘;kanji;勘;intuition;;かん;;onyomi;;49
k_携;kanji;携;portable;;けい;たずさ;onyomi;;40
k_唐;kanji;唐;china, sudden;;とう;から;onyomi;;50
k_城;kanji;城;castle;;じょう;しろ;kunyomi;;23
k_衝;kanji;衝;collide;;しょう;つ;onyomi;;40
k_途;kanji;途;route;;と;;onyomi;;27
k_板;kanji;板;board;;はん;いた;onyomi;;29
k_破;kanji;破;tear;;は;やぶ;onyomi;;35
k_僚;kanji;僚;colleague;;りょう;;onyomi;;29
k_珍;kanji;珍;rare;;ちん;めずら;onyomi;;43
k_扇;kanji;扇;folding fan;;せん;おうぎ, あお;onyomi;;47
k_竜;kanji;竜;dragon;;りゅう;たつ;onyomi;;44
k_翻;kanji;翻;flip;;ほん;ひるがえ;onyomi;;50
k_策;kanji;策;plan;;さく;;onyomi;;22
k_凍;kanji;凍;frozen;;とう;こお, こご;onyomi;;28
k_興;kanji;興;interest;;きょう, こう;;onyomi;;32
k_状;kanji;状;condition;;じょう;;onyomi;;22
k_片;kanji;片;one sided;;へん;かた;kunyomi;;39
k_維;kanji;維;maintain;;い;;onyomi;;36
k_醤;kanji;醤;soy sauce;;しょう;;onyomi;;35
k_齢;kanji;齢;age;;れい;よわい;onyomi;;38
k_零;kanji;零;zero, spill;;れい;こぼ;onyomi;;46
k_黙;kanji;黙;shut up;;もく;だま;onyomi;;46
k_舞;kanji;舞;dance;;ぶ;まい, ま;onyomi;;36
k_滴;kanji;滴;drip;;てき;したた, しずく;onyomi;;47
k_蚊;kanji;蚊;mosquito;;;か;kunyomi;;48
k_奇;kanji;奇;odd, strange;;き;;onyomi;;28
k_込;kanji;込;crowded;;;こ;kunyomi;;32
k_緒;kanji;緒;together;;しょ;お;onyomi;;38
k_顧;kanji;顧;review;;こ;かえり;onyomi;;40
k_奥;kanji;奥;interior;;おう;おく;kunyomi;;38
k_柱;kanji;柱;pillar;;ちゅう;はしら;onyomi;;40
k_辱;kanji;辱;humiliate;;じょく;はずかし;onyomi;;48
k_叫;kanji;叫;shout;;きょう;さけ;onyomi;;44
k_宴;kanji;宴;banquet;;えん;うたげ;onyomi;;29
k_志;kanji;志;intention;;し;こころざし;onyomi;;32
k_誤;kanji;誤;mistake;;ご;あやま;onyomi;;34
k_扉;kanji;扉;front door;;ひ;とびら;onyomi;;47
k_雷;kanji;雷;thunder;;らい;かみなり;onyomi;;44
k_診;kanji;診;diagnose;;しん;み;onyomi;;29
k_漠;kanji;漠;desert, vague;;ばく;;onyomi;;33
k_嵐;kanji;嵐;storm;;;あらし;kunyomi;;44
k_澄;kanji;澄;lucidity;;ちょう;す;kunyomi;;45
k_賭;kanji;賭;gamble;;;か;kunyomi;;45
k_憎;kanji;憎;hate;;ぞう;にく;onyomi;;47
k_値;kanji;値;value, price;;ち;ね, あたい;onyomi;;22
k_貯;kanji;貯;savings;;ちょ;たくわ;onyomi;;26
k_普;kanji;普;normal;;ふ;;onyomi;;31
k_景;kanji;景;scene;;けい;;onyomi;;25
k_衣;kanji;衣;clothes;;い, え;ころも, きぬ;onyomi;;41
k_詐;kanji;詐;lie;;さ;いつわ;onyomi;;47
k_杯;kanji;杯;cup of liquid, counter for cups;;はい;;onyomi;;29
k_載;kanji;載;publish;;さい;の;onyomi;;24
k_我;kanji;我;i, me;;が;われ, わ;onyomi;;26
k_鍋;kanji;鍋;pot;;か;なべ;kunyomi;;35
k_乏;kanji;乏;scarce;;ぼう;とぼ;onyomi;;30
k_抵;kanji;抵;resist;;てい;;onyomi;;37
k_怪;kanji;怪;suspicious;;かい, け;あや;onyomi;;26
k_拒;kanji;拒;refuse, refusal;;きょ;こば;onyomi;;39
k_宅;kanji;宅;house, home;;たく;;onyomi;;23
k_突;kanji;突;stab, thrust;;とつ;つ;onyomi;;26
k_殿;kanji;殿;milord, lord;;でん;との, どの;onyomi;;40
k_蜜;kanji;蜜;honey;;みつ;;onyomi;;41
k_穫;kanji;穫;harvest;;かく;;onyomi;;48
k_陶;kanji;陶;pottery;;とう;;onyomi;;49
k_弾;kanji;弾;bullet;;だん;ひ, はず, たま;onyomi;;37
k_染;kanji;染;dye;;せん;しみ, そ, し;onyomi;;32
k_鉱;kanji;鉱;mineral;;こう;あらがね;onyomi;;41
k_亀;kanji;亀;turtle;;き;かめ;kunyomi;;35
k_裂;kanji;裂;split, tear;;れつ;さ;onyomi;;43
k_抽;kanji;抽;pluck;;ちゅう;;onyomi;;49
k_掌;kanji;掌;manipulate;;しょう;てのひら;onyomi;;47
k_痛;kanji;痛;pain;;つう;いた;onyomi;;27
k_誘;kanji;誘;invite;;ゆう;さそ;onyomi;;27
k_鑑;kanji;鑑;model;;かん;;onyomi;;31
k_桃;kanji;桃;peach;;とう;もも;kunyomi;;44
k_狂;kanji;狂;lunatic, crazy;;きょう;くる;onyomi;;45
k_墳;kanji;墳;tomb;;ふん;;onyomi;;50
k_規;kanji;規;standard;;き;;onyomi;;23
k_飼;kanji;飼;domesticate;;し;か;kunyomi;;32
k_枠;kanji;枠;frame;;;わく;kunyomi;;39
k_屈;kanji;屈;yield;;くつ;かが;onyomi;;27
k_培;kanji;培;cultivate;;ばい;つちか;onyomi;;48
k_博;kanji;博;exhibition, gambling;;はく, ばく;;onyomi;;28
k_憧;kanji;憧;long for, yearn;;しょう, とう, どう;あこが;kunyomi;;59
k_版;kanji;版;edition;;はん;;onyomi;;30
k_快;kanji;快;pleasant;;かい;こころよ;onyomi;;30
k_封;kanji;封;seal, seal in, closing;;ふう, ほう;;onyomi;;43
k_泰;kanji;泰;peace;;たい;;onyomi;;43
k_胆;kanji;胆;guts;;たん;きも;onyomi;;59
k_遭;kanji;遭;encounter, meet;;そう;あ;onyomi;;52
k_壌;kanji;壌;soil, earth;;じょう;つち;onyomi;;53
k_剰;kanji;剰;surplus;;じょう;あまつさえ, あま;onyomi;;53
k_縫;kanji;縫;sew;;ほう;ぬ;onyomi;;56
k_鼓;kanji;鼓;drum, beat;;こ;つづみ;onyomi;;57
k_貢;kanji;貢;tribute;;こう;みつ;onyomi;;43
k_烏;kanji;烏;crow;;うお;からす;kunyomi;;57
k_陪;kanji;陪;accompany;;ばい;;onyomi;;58
k_旋;kanji;旋;rotation, revolution;;せん;;onyomi;;57
k_遷;kanji;遷;transition;;せん;うつ, みやこがえ;onyomi;;59
k_窒;kanji;窒;suffocate;;ちつ;;onyomi;;56
k_拶;kanji;拶;draw close, be imminent;;さつ;;onyomi;;44
k_煩;kanji;煩;annoy, annoying;;はん, ぼん;うるさ, わずら;onyomi;;60
k_盲;kanji;盲;blind;;もう;めくら;onyomi;;57
k_唆;kanji;唆;instigate;;さ;そそのか, そそ;onyomi;;52
k_俺;kanji;俺;i, me;;;おれ;kunyomi;;44
k_菅;kanji;菅;sedge;;かん, けん;すげ;nanori;;58
k_狩;kanji;狩;hunt;;しゅ;か;kunyomi;;45
k_腸;kanji;腸;intestines;;ちょう;はらわた;onyomi;;57
k_翔;kanji;翔;fly;;しょう;かけ, と;kunyomi;;45
k_猶;kanji;猶;still, yet;;ゆう, ゆ;なお;onyomi;;56
k_燥;kanji;燥;dry up;;そう;はしゃ;onyomi;;51
k_啓;kanji;啓;enlighten;;けい;さと, ひら;onyomi;;53
k_拙;kanji;拙;clumsy, unskillful;;せつ;つたな;onyomi;;59
k_劾;kanji;劾;censure;;がい;;onyomi;;60
k_鈍;kanji;鈍;dull;;どん;にぶ, のろ;onyomi;;46
k_覇;kanji;覇;leadership;;は, はく;はたがしら;onyomi;;52
k_紋;kanji;紋;family crest;;もん;;onyomi;;54
k_架;kanji;架;shelf;;か;か;onyomi;;46
k_恒;kanji;恒;constant, always;;こう;つね, つねに;onyomi;;52
k_恭;kanji;恭;respect;;きょう;うやうや;kunyomi;;56
k_戯;kanji;戯;play;;ぎ, げ;ざ, じゃ, たわむ;onyomi;;58
k_塀;kanji;塀;fence;;へい;;onyomi;;47
k_甘;kanji;甘;sweet;;かん;あま;kunyomi;;36
k_累;kanji;累;accumulate;;るい;;onyomi;;55
k_遍;kanji;遍;universal;;へん;あまね;onyomi;;57
k_亮;kanji;亮;clear;;りょう;あきらか;onyomi;;51
k_疾;kanji;疾;rapidly, rapid;;しつ;はや;onyomi;;54
k_粗;kanji;粗;coarse, rough;;そ;あら;onyomi;;55
k_漆;kanji;漆;lacquer, varnish;;しつ;うるし;onyomi;;59
k_宜;kanji;宜;best regards;;ぎ;よろ;kunyomi;;38
k_勲;kanji;勲;merit;;くん;いさお;onyomi;;54
k_浪;kanji;浪;wander;;ろう;;onyomi;;59
k_茎;kanji;茎;stem;;きょう, けい;くき;kunyomi;;54
k_庸;kanji;庸;common;;よう;;onyomi;;56
k_洞;kanji;洞;cave;;どう;ほら;onyomi;;50
k_遼;kanji;遼;distant;;りょう;;onyomi;;55
k_噴;kanji;噴;erupt;;ふん;ふ;onyomi;;52
k_礁;kanji;礁;reef;;しょう;;onyomi;;59
k_肖;kanji;肖;resemblance;;しょう;あやか;onyomi;;58
k_酪;kanji;酪;dairy;;らく;;onyomi;;59
k_縛;kanji;縛;bind, restrain;;ばく;しば;onyomi;;56
k_慕;kanji;慕;yearn for, adore;;ぼ;した;onyomi;;60
k_佳;kanji;佳;excellent, skilled;;か;;onyomi;;55
k_桟;kanji;桟;jetty, pier;;さん, せん;かけはし;onyomi;;60
k_漣;kanji;漣;ripples;;れん, らん;さざなみ;onyomi;;58
k_凌;kanji;凌;endure;;りょう;しの;kunyomi;;58
k_玄;kanji;玄;mysterious;;げん;くろ;onyomi;;51
k_怠;kanji;怠;lazy, neglect;;たい;おこた, なま;onyomi;;52
k_之;kanji;之;this;;し;これ, の;kunyomi;;55
k_茨;kanji;茨;briar, thorn;;し, じ;いばら;kunyomi;;52
k_丹;kanji;丹;rust colored, red;;たん;に;onyomi;;53
k_紡;kanji;紡;spinning, spin;;ぼう;つむ;onyomi;;59
k_惰;kanji;惰;lazy;;だ;;onyomi;;52
k_碑;kanji;碑;tombstone;;ひ;いしぶみ;onyomi;;56
k_卑;kanji;卑;lowly, base;;ひ;いや;onyomi;;59
k_拍;kanji;拍;beat;;はく, ひょう;;onyomi;;56
k_杏;kanji;杏;apricot;;あん, きょう, こう;あんず;kunyomi;;54
k_酵;kanji;酵;fermentation, ferment;;こう;;onyomi;;57
k_譜;kanji;譜;genealogy, score;;ふ;;onyomi;;58
k_峠;kanji;峠;peak;;;とうげ;kunyomi;;59
k_逝;kanji;逝;die;;せい;い, ゆ;onyomi;;60
k_迭;kanji;迭;alternate;;てつ;;onyomi;;58
k_邸;kanji;邸;residence;;てい;やしき;onyomi;;51
k_殉;kanji;殉;martyr;;じゅん;;onyomi;;60
k_婿;kanji;婿;groom;;せい;むこ;kunyomi;;60
k_汰;kanji;汰;select;;た, たい;おご, にご, よな;onyomi;;59
k_颯;kanji;颯;quick, sudden;;さつ, そう;さっ;onyomi;;52
k_弦;kanji;弦;chord, bowstring;;げん;つる;onyomi;;56
k_憂;kanji;憂;grief;;ゆう;う, うれ;onyomi;;55
k_瑛;kanji;瑛;crystal;;えい;;onyomi;;55
k_挟;kanji;挟;between;;きょう, しょう;はさ;kunyomi;;51
k_郊;kanji;郊;suburbs;;こう;;onyomi;;51
k_朽;kanji;朽;rot, decay;;きゅう;く;onyomi;;58
k_智;kanji;智;wisdom;;ち;;onyomi;;56
k_萌;kanji;萌;sprout;;ほう;きざ, めばえ, も;onyomi;;57
k_伐;kanji;伐;fell, attack;;ばつ;う, き, そむ;onyomi;;57
k_璃;kanji;璃;glassy;;り;;onyomi;;58
k_鋳;kanji;鋳;cast, casting;;ちゅう;い;onyomi;;59
k_痢;kanji;痢;diarrhea, diarrhoea;;り;;onyomi;;60
k_拷;kanji;拷;torture;;ごう;;onyomi;;60
k_賢;kanji;賢;clever;;けん;かしこ;onyomi;;48
k_篤;kanji;篤;deliberate;;とく;あつ;onyomi;;59
k_錠;kanji;錠;lock;;じょう;;onyomi;;58
k_緋;kanji;緋;scarlet;;ひ;あか, あけ;onyomi;;53
k_叔;kanji;叔;uncle, aunt;;しゅく;;nanori;;59
k_龍;kanji;龍;imperial, dragon;;りゅう, りょう, ろう;たつ;onyomi;;55
k_吟;kanji;吟;recital;;ぎん;;onyomi;;59
k_曹;kanji;曹;official;;そう, ぞう;つかさ, ともがら, へや;onyomi;;59
k_挨;kanji;挨;push open;;あい;;onyomi;;44
k_坑;kanji;坑;pit, hole;;こう;;onyomi;;60
k_亜;kanji;亜;asia;;あ;つ;onyomi;;59
k_艇;kanji;艇;rowboat;;てい;;onyomi;;53
k_膜;kanji;膜;membrane;;まく;;onyomi;;57
k_栃;kanji;栃;horse chestnut;;;とち;kunyomi;;55
k_倹;kanji;倹;thrifty, frugal;;けん;つづまやか, つま;onyomi;;60
k_舶;kanji;舶;ship;;はく;;onyomi;;56
k_搭;kanji;搭;board, embark;;とう;;onyomi;;53
k_慶;kanji;慶;congratulate;;けい;よろこ;onyomi;;59
k_没;kanji;没;die;;ぼつ, もつ;おぼ, しず, ない;onyomi;;52
k_倫;kanji;倫;ethics;;りん;;onyomi;;52
k_陳;kanji;陳;exhibit;;ちん;ひ;onyomi;;52
k_殊;kanji;殊;especially;;しゅ;こと;onyomi;;52
k_猟;kanji;猟;hunting;;りょう, れふ;かり, か;onyomi;;52
k_渓;kanji;渓;valley;;けい;たに, たにがわ;onyomi;;60
k_紺;kanji;紺;navy, dark blue;;こん;;onyomi;;57
k_乙;kanji;乙;latter, b;;おつ, いつ;おと, きのと;onyomi;;57
k_寛;kanji;寛;tolerance;;かん;くつろ;onyomi;;53
k_鎌;kanji;鎌;sickle, scythe;;けん, れん;かま;kunyomi;;54
k_欄;kanji;欄;column, space;;らん;てすり;onyomi;;54
k_朴;kanji;朴;simple, crude;;ぼく;えのき, ほう, ほお;onyomi;;55
k_哉;kanji;哉;question mark, ?;;さい;や, かな;kunyomi;;57
k_扶;kanji;扶;aid;;ふ;たす;onyomi;;58
k_胞;kanji;胞;cell, placenta;;ほう;;onyomi;;53
k_傍;kanji;傍;nearby, side;;ぼう;かたわ, わき, おか, はた, そば;onyomi;;55
k_粛;kanji;粛;solemn;;しゅく, すく;つつし;onyomi;;54
k_矯;kanji;矯;correct, straighten;;きょう;た;onyomi;;60
k_謡;kanji;謡;noh chanting, noh chant;;よう;うた;onyomi;;54
k_尉;kanji;尉;military officer, military rank;;い, じょう;;onyomi;;56
k_賠;kanji;賠;compensation, compensate;;ばい;;onyomi;;52
k_惜;kanji;惜;frugal;;せき;お;onyomi;;55
k_哺;kanji;哺;nurse, suckle;;ほ;ほぐく, ふく;onyomi;;54
k_藩;kanji;藩;fiefdom;;はん;;onyomi;;58
k_廉;kanji;廉;bargain;;れん;;onyomi;;60
k_閲;kanji;閲;inspection;;えつ;けみ;onyomi;;57
k_椎;kanji;椎;oak, oak tree;;つい, すい;う, つち;onyomi;;58
k_賊;kanji;賊;robber;;ぞく;;onyomi;;57
k_睦;kanji;睦;friendly;;ぼく, もく;むつ;onyomi;;59
k_楓;kanji;楓;maple;;ふう;かえで;kunyomi;;57
k_膨;kanji;膨;swell;;ぼう;ふく;onyomi;;52
k_葵;kanji;葵;hollyhock;;き;あおい;kunyomi;;53
k_窃;kanji;窃;steal;;せつ;ぬす, ひそ;onyomi;;58
k_岬;kanji;岬;cape;;こう;みさき;kunyomi;;59
k_慨;kanji;慨;sigh;;がい;;onyomi;;58
k_某;kanji;某;certain, one, that person;;ぼう;それがし, なにがし;onyomi;;60
k_羅;kanji;羅;spread out, arrange;;ら;うすもの;onyomi;;57
k_醸;kanji;醸;brew;;じょう;かも;onyomi;;57
k_寡;kanji;寡;widow;;か;;onyomi;;60
k_梓;kanji;梓;wood block;;し;あずさ;kunyomi;;59
k_濁;kanji;濁;muddy, impure;;だく, じょく;にご;onyomi;;58
k_狐;kanji;狐;fox;;こ;きつね;kunyomi;;60
k_庶;kanji;庶;all, bastard;;しょ;;onyomi;;54
k_殻;kanji;殻;husk, shell;;かく, こく, ばい;から, がら;onyomi;;58
k_剖;kanji;剖;divide;;ぼう;;onyomi;;58
k_媒;kanji;媒;mediator;;ばい;なこうど;onyomi;;58
k_罷;kanji;罷;quit, leave;;ひ;や;onyomi;;60
k_蔑;kanji;蔑;scorn, neglect;;べつ;さげす;onyomi;;59
k_憾;kanji;憾;remorse, regret;;かん;うら;onyomi;;55
k_弔;kanji;弔;condolence;;ちょう;とぶら, とむら;onyomi;;57
k_奉;kanji;奉;dedicate;;ほう, ぶ;たてまつ, まつ, ほう;onyomi;;55
k_羨;kanji;羨;envy, jealousy;;せん;うらや;onyomi;;21
k_雌;kanji;雌;female;;し;めす, め, めん;kunyomi;;59
k_奔;kanji;奔;run, bustle;;ほん;はし;onyomi;;58
k_愉;kanji;愉;pleasant;;ゆ;たの;onyomi;;55
k_賓;kanji;賓;vip, guest;;ひん;;onyomi;;55
k_肪;kanji;肪;obese, fat;;ぼう;;onyomi;;51
k_且;kanji;且;also;;しょ, しょう, そ;か;kunyomi;;54
k_忌;kanji;忌;mourning;;き;い;onyomi;;59
k_悼;kanji;悼;grieve, mourn;;とう;いた;onyomi;;55
k_栓;kanji;栓;cork, plug;;せん;;onyomi;;55
k_蒙;kanji;蒙;darkness;;もう, ぼう;おお, くら, こうむ;onyomi;;53
k_膝;kanji;膝;knee;;;ひざ;kunyomi;;38
k_崇;kanji;崇;worship, revere;;すう;あが;onyomi;;59
k_舗;kanji;舗;shop, store;;ほ;;onyomi;;53
k_准;kanji;准;semi;;じゅん;;onyomi;;53
k_坪;kanji;坪;two mat area;;へい;つぼ;kunyomi;;57
k_旦;kanji;旦;dawn;;たん, だん;あきら, あき, あさ, あした, ただし;onyomi;;55
k_飽;kanji;飽;bored, sated;;ほう;あ;onyomi;;56
k_擬;kanji;擬;imitate;;ぎ;まが, もど;onyomi;;59
k_呆;kanji;呆;shock;;ほう;あき, おろか, ほけ, ぼ;onyomi;;54
k_祥;kanji;祥;auspicious;;しょう;きざ, さいわ, つまび, よ;onyomi;;52
k_悠;kanji;悠;leisure;;ゆう;;onyomi;;54
k_串;kanji;串;skewer, spit;;;くし;kunyomi;;37
k_嘘;kanji;嘘;lie;;;うそ;kunyomi;;41
k_乱;kanji;乱;riot;;らん;みだ;onyomi;;19
k_眉;kanji;眉;eyebrows;;み;まゆ;onyomi;;37
k_匂;kanji;匂;scent, fragrance;;;にお;kunyomi;;30
k_叩;kanji;叩;strike, beat;;こう;たた;onyomi;;18
k_諦;kanji;諦;give up, abandon;;てい;あきら;onyomi;;22
k_凄;kanji;凄;amazing, wonderful, terrible, awful;;せい;すご;onyomi;;41
k_噂;kanji;噂;rumor, gossip;;そん;うわさ;kunyomi;;33
k_袖;kanji;袖;sleeve;;しゅう;そで;onyomi;;22
k_濡;kanji;濡;wet, damp;;;ぬ;kunyomi;;30
k_喉;kanji;喉;throat;;こう;のど;onyomi;;18
k_飴;kanji;飴;candy;;;あめ;kunyomi;;18
k_捉;kanji;捉;catch;;そく;とら;kunyomi;;25
k_痩;kanji;痩;thin;;そう;や;onyomi;;34
